Retailer,Product_Name,Current Key (Hybrid),Llama 3B Prediction,Match
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 15 Plus 256GB,iphone_15_plus,iphone_15_plus_256gb_max,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 14 256GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,Apple Watch Ultra 2 GPS + Cellular 49mm viền Titanium dây Ocean,,apple_watch_ultra_2_gps_cellular_49mm_titanium_dây_ocean,False
mw,iPhone 15 Plus 256GB,,iphone_15_plus_256gb_max,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 14 256GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
mw,iPhone 15 Plus 256GB,,iphone_15_plus_256gb_max,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,Apple Watch Ultra 2 GPS + Cellular 49mm viền Titanium dây Ocean,,apple_watch_ultra_2_gps_cellular_49mm_titanium_dây_ocean,False
mw,iPhone 14 256GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
mw,iPhone 15 Plus 256GB,,iphone_15_plus_256gb_max,False
mw,Apple Watch Ultra 2 GPS + Cellular 49mm viền Titanium dây Ocean,,apple_watch_ultra_2_gps_cellular_49mm_titanium_dây_ocean,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 15 Plus 256GB,,iphone_15_plus_256gb_max,False
mw,iPhone 14 256GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 14 256GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 15 Plus 512GB,iphone_15_plus,iphone_15_plus_512gb,False
mw,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 14 256GB,,"iphone_14<|im_end|>

Moral Dilemmas

Moral dilemmas are",False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 Pro 128GB,,iphone_16_pro_max_128gb,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
mw,iPhone 16 Pro 128GB,,iphone_16_pro_max_128gb,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 Pro 128GB,,iphone_16_pro_max_128gb,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 16 Plus 128GB,,iphone_16_plus_128gb,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 16 Pro 128GB,,iphone_16_pro_max_128gb,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 Pro 1TB,iphone_16_pro,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 Pro 1TB,,iphone_16_pro_max_512gb_nano_text,False
mw,iPhone 16 128GB,,"iphone_16<|im_end|>

iPhone 16 128GB maps to iphone_16",False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16e 128GB,,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
mw,iPhone 16 Pro Max 256GB,,iphone_16_pro_max_256gb_max_size,False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 15 256GB,,iphone_15<|im_end|>,False
mw,iPhone 16 Pro Max 256GB,,iphone_16_pro_max_256gb_max_size,False
mw,iPhone 16e 128GB,,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
mw,iPhone 15 Plus 512GB,,iphone_15_plus_512gb,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 Pro Max 256GB,,iphone_16_pro_max_256gb_max_size,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 17 256GB,,"iphone_17<|im_end|>

Moral Dilemmas

A moral dilemma is a",False
mw,iPhone 16 Pro Max 256GB,,iphone_16_pro_max_256gb_max_size,False
mw,iPhone 17 Pro 256GB,iphone_17_pro,iphone_17_pro_max_256gb,False
mw,iPhone 16e 512GB,iphone_16e,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 17 256GB,,"iphone_17<|im_end|>

Moral Dilemmas

A moral dilemma is a",False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 17 Pro 256GB,,iphone_17_pro_max_256gb,False
mw,iPhone 16e 512GB,,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
mw,iPhone 17 256GB,,"iphone_17<|im_end|>

Moral Dilemmas

A moral dilemma is a",False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 17 Pro 256GB,,iphone_17_pro_max_256gb,False
mw,iPhone 17 256GB,,"iphone_17<|im_end|>

Moral Dilemmas

A moral dilemma is a",False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 16e 512GB,,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 17 256GB,,"iphone_17<|im_end|>

Moral Dilemmas

A moral dilemma is a",False
mw,iPhone 17 Pro 512GB,,iphone_17_pro_512gb_max_size,False
mw,iPhone 16e 512GB,,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone 17 Pro 512GB,,iphone_17_pro_512gb_max_size,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 16e 512GB,,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 17 Pro 512GB,,iphone_17_pro_512gb_max_size,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 16e 512GB,,"iphone_16e<|im_end|>

Moral Dilemmas

A company is considering",False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone 17 Pro Max 256GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

Moral dile",False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone 17 Pro Max 256GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

Moral dile",False
mw,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 17 Pro Max 256GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

Moral dile",False
mw,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 17 Pro Max 512GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

A company is",False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
mw,iPhone 16 Plus 256GB,,iphone_16_plus_256gb,False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 17 Pro Max 512GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

A company is",False
mw,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 17 Pro Max 512GB,,"iphone_17_pro_max<|im_end|>

Moral Dilemmas

A company is",False
mw,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone Air 256GB,,iphone_air_256gb_max_2023,False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
mw,iPhone 17 Pro Max 1TB,iphone_17_pro_max,iphone_17_pro_max,True
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone Air 256GB,,iphone_air_256gb_max_2023,False
mw,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 17 Pro Max 1TB,iphone_17_pro_max,iphone_17_pro_max,True
mw,iPhone 17 Pro 1TB,,iphone_17_pro_max_512gb -> iphone_17_pro_max_512gb,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone Air 256GB,,iphone_air_256gb_max_2023,False
mw,iPhone 16 Pro Max 512GB,,"iphone_16_pro_max<|im_end|>

iPhone 16 Pro Max 512GB ->",False
mw,iPhone 17 Pro Max 1TB,iphone_17_pro_max,iphone_17_pro_max,True
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone Air 256GB,,iphone_air_256gb_max_2023,False
mw,MacBook Air 13 inch M2 16GB/256GB,macbook_air_13_m2,macbook_air_13_m2_16gb_256gb_m1_max<|im_end,False
mw,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,MacBook Air 13 inch M4 16GB/256GB,macbook_air_13_m4,macbook_air_13_m4_16gb_256gb,False
mw,iPhone Air 512GB,,iphone_air_512gb_max_2023,False
mw,MacBook Air 13 inch M2 16GB/256GB,,macbook_air_13_m2_16gb_256gb_m1_max<|im_end,False
mw,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,iPhone Air 512GB,,iphone_air_512gb_max_2023,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,MacBook Air 13 inch M2 16GB/256GB,,macbook_air_13_m2_16gb_256gb_m1_max<|im_end,False
mw,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,iPhone Air 512GB,,iphone_air_512gb_max_2023,False
mw,MacBook Air 13 inch M2 16GB/256GB,,macbook_air_13_m2_16gb_256gb_m1_max<|im_end,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,iPhone Air 512GB,,iphone_air_512gb_max_2023,False
mw,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
mw,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB Sạc 70W,macbook_air_13_m4,macbook_air_13_m4_16gb_256gb_70w,False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
mw,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB Sạc 70W,,macbook_air_13_m4_16gb_256gb_70w,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB Sạc 70W,,macbook_air_13_m4_16gb_256gb_70w,False
mw,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB Sạc 70W,,macbook_air_13_m4_16gb_256gb_70w,False
mw,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
mw,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB Sạc 70W,,macbook_air_13_m4_16gb_256gb_70w,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB Sạc 70W,,macbook_air_13_m4_16gb_256gb_70w,False
mw,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
mw,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB Sạc 70W,,macbook_air_13_m4_16gb_256gb_70w,False
mw,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB Sạc 70W,,macbook_air_13_m4_16gb_256gb_70w,False
mw,iPhone 17 Pro Max 2TB,,iphone_17_pro_max_2tb_max,False
mw,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB Sạc 70W,,macbook_air_13_m4_16gb_256gb_70w,False
mw,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,MacBook Air 13 inch M4 24GB/256GB,macbook_air_13_m4,macbook_air_13_m4_24gb_256gb_m1_max_2021,False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB Sạc 70W,,macbook_air_13_m4_16gb_256gb_70w,False
mw,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,MacBook Air 13 inch M4 24GB/512GB,macbook_air_13_m4,macbook_air_13_m4<|im_end|>,False
mw,MacBook Air 13 inch M4 16GB/256GB Sạc 70W,,macbook_air_13_m4_16gb_256gb_70w,False
mw,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,MacBook Air 13 inch M4 16GB/256GB,,macbook_air_13_m4_16gb_256gb,False
mw,MacBook Air 13 inch M4 24GB/1TB,macbook_air_13_m4,macbook_air_13_m4_24gb_1tb,False
mw,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
mw,MacBook Air 13 inch M4 16GB/256GB Sạc 70W,,macbook_air_13_m4_16gb_256gb_70w,False
mw,MacBook Air 13 inch M4 24GB/1TB,,macbook_air_13_m4_24gb_1tb,False
mw,iPhone 17 512GB,,"iphone_17<|im_end|>

Note: The canonical key is the correct key for the",False
mw,iPhone Air 1TB,,iphone_air_1tb_max_256gb,False
mw,MacBook Air 13 inch M4 24GB/1TB,,macbook_air_13_m4_24gb_1tb,False
mw,MacBook Air 13 inch M4 32GB/256GB,macbook_air_13_m4,macbook_air_13_m4<|im_end|>,False
